City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Cherepovets,RU,59.1333,37.9,53.56,79,91,3.22,overcast clouds
347,Banda Aceh,ID,5.5577,95.3222,79.05,83,82,5.44,broken clouds
348,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,75,10.36,broken clouds
349,Tilichiki,RU,60.4667,166.1,57.83,77,100,7.29,overcast clouds
350,Tabou,CI,4.423,-7.3528,75.42,79,94,11.18,overcast clouds
351,Baykit,RU,61.67,96.37,55.26,93,37,2.89,scattered clouds
352,Constantine,DZ,36.365,6.6147,76.41,41,0,2.3,clear sky
353,Saint Anthony,US,45.0205,-93.218,91.18,63,100,13.8,overcast clouds
354,Zhob,PK,31.3411,69.4481,73.42,77,17,3.6,few clouds
355,Husavik,IS,66.0449,-17.3389,46.33,91,99,4.41,overcast clouds
356,Sabang,ID,5.8933,95.3214,81.79,77,52,7.72,broken clouds
357,Vanavara,RU,60.34,102.2797,58.73,76,74,2.77,broken clouds
358,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,83,46,5.68,scattered clouds
359,Ariquemes,BR,-9.9133,-63.0408,84.6,44,44,2.19,scattered clouds
360,Miri,MY,4.4148,114.0089,77.14,94,20,3.44,few clouds
361,Luwuk,ID,-0.9516,122.7875,73.72,95,100,2.21,heavy intensity rain
362,Broome,US,42.2506,-75.833,81.37,60,0,5.99,clear sky
363,Shiraz,IR,29.6036,52.5388,80.04,21,0,6.91,clear sky
364,Lata,PT,40.1629,-8.3327,63.79,88,29,0.09,scattered clouds
365,Inuvik,CA,68.3499,-133.7218,72.46,43,75,6.91,broken clouds
366,Ovsyanka,RU,55.9575,92.5519,58.17,87,85,11.48,overcast clouds
367,Neyyattinkara,IN,8.4,77.0833,78.66,83,100,11.05,overcast clouds
368,Kitaibaraki,JP,36.7833,140.75,79.47,74,98,0.54,overcast clouds
369,Kasungu,MW,-13.0333,33.4833,55.54,70,45,4.09,scattered clouds
370,Nouadhibou,MR,20.931,-17.0347,71.58,83,20,25.32,sand
371,Voskresenskoye,RU,56.8381,45.4317,59.97,98,94,2.64,moderate rain
372,Santa Cruz,BO,-17.8,-63.1667,57.25,77,75,4.61,broken clouds
373,Qom,IR,34.6401,50.8764,85.55,11,0,3.44,clear sky
374,Portobelo,PA,9.55,-79.65,80.96,84,100,6.98,overcast clouds
375,Bereda,ES,43.2686,-7.5406,65.14,99,72,0.98,broken clouds
376,Fereydunshahr,IR,32.941,50.121,58.68,19,0,5.53,clear sky
377,High Prairie,CA,55.4334,-116.4858,77.38,42,4,7.99,clear sky
378,Stowe,US,40.2526,-75.6774,83.86,77,40,0.0,scattered clouds
379,Honiara,SB,-9.4333,159.95,85.69,61,18,10.36,few clouds
380,Solnechnyy,RU,50.7214,136.6319,64.2,70,100,6.04,moderate rain
381,Diu,IN,20.7141,70.9822,80.13,84,96,17.34,overcast clouds
382,Vila Do Maio,CV,15.1333,-23.2167,75.99,80,38,20.29,scattered clouds
383,Obidos,BR,-1.9175,-55.5181,80.58,63,42,1.14,scattered clouds
384,Kysyl-Syr,RU,63.8986,122.7617,70.2,93,99,4.38,overcast clouds
385,Maniitsoq,GL,65.4167,-52.9,42.67,95,100,17.69,light rain
386,Puebloviejo,CO,10.9938,-74.2844,84.38,74,75,5.75,broken clouds
387,Kiunga,PG,-6.1219,141.2906,74.39,96,93,1.68,overcast clouds
388,Plettenberg Bay,ZA,-34.0527,23.3716,60.75,79,1,2.84,clear sky
389,Berdigestyakh,RU,62.0989,126.6992,79.16,67,68,1.54,broken clouds
390,Ngaoundere,CM,7.3167,13.5833,63.73,97,100,2.51,overcast clouds
391,Alofi,NU,-19.0595,-169.9187,80.49,69,2,17.27,clear sky
392,Acarau,BR,-2.8856,-40.12,79.32,80,29,18.61,scattered clouds
393,Yarmouth,US,41.7057,-70.2286,79.14,82,0,8.05,clear sky
394,Miandrivazo,MG,-19.5167,45.4667,66.27,47,0,5.93,clear sky
395,Bafoulabe,ML,13.8065,-10.8321,74.89,90,99,12.48,heavy intensity rain
396,San Quintin,MX,30.4833,-115.95,73.62,67,9,9.73,clear sky
397,Adre,TD,13.4667,22.2,72.52,78,100,4.41,light rain
398,Eregli,TR,37.5133,34.0467,67.57,60,0,5.23,clear sky
399,Uthal,PK,25.8072,66.6219,82.51,84,100,2.71,moderate rain
400,Ostrovnoy,RU,68.0531,39.5131,55.18,76,79,9.69,broken clouds
401,Latung,PH,5.5,120.8833,80.53,79,100,2.98,overcast clouds
402,Andenes,NO,69.3143,16.1194,48.92,93,100,3.44,overcast clouds
403,Burnie,AU,-41.0667,145.9167,43.95,62,73,9.84,broken clouds
404,Menongue,AO,-14.6585,17.691,49.03,51,7,5.39,clear sky
405,Shahrud,IR,36.4182,54.9763,75.47,27,0,6.49,clear sky
406,Biggar,GB,55.6167,-3.5167,65.28,78,100,5.77,overcast clouds
407,Bubaque,GW,11.2833,-15.8333,80.4,85,100,13.85,overcast clouds
408,Dryden,CA,49.7833,-92.7503,86.29,48,0,6.91,clear sky
409,Hay River,CA,60.8156,-115.7999,80.58,34,75,13.8,broken clouds
410,Mahebourg,MU,-20.4081,57.7,70.09,73,75,12.66,broken clouds
411,Yaan,NG,7.3833,8.5667,73.18,83,100,4.43,overcast clouds
412,Iquitos,PE,-3.7481,-73.2472,77.04,94,75,2.3,broken clouds
413,Sembe,CG,1.6481,14.5806,70.81,92,100,2.21,overcast clouds
414,Shache,CN,38.4167,77.2406,75.7,19,0,5.61,clear sky
415,Vao,NC,-22.6667,167.4833,71.74,74,83,19.71,broken clouds
416,Chenzhou,CN,25.8,113.0333,77.83,96,100,3.8,overcast clouds
417,Pisco,PE,-13.7,-76.2167,62.65,77,2,14.97,clear sky
418,Alizai,PK,33.5383,70.3462,79.77,71,3,0.29,clear sky
419,Hilton Head Island,US,32.2163,-80.7526,82.51,84,40,5.01,scattered clouds
420,Pyapon,MM,16.2833,95.6833,78.15,92,100,2.95,overcast clouds
421,Buta,CD,2.7858,24.73,69.89,99,65,1.19,moderate rain
422,Sundsvall,SE,62.3913,17.3063,54.97,69,20,2.3,few clouds
423,Mount Isa,AU,-20.7333,139.5,64.17,42,1,6.91,clear sky
424,Plouzane,FR,48.3833,-4.6167,75.52,68,0,5.75,clear sky
425,Rorvik,NO,64.8621,11.2373,53.11,87,100,16.89,overcast clouds
426,El Sauzal,MX,31.9,-116.6833,69.42,82,61,6.02,broken clouds
427,Barra Patuca,HN,15.8,-84.2833,81.64,82,13,9.4,few clouds
428,Grand Gaube,MU,-20.0064,57.6608,70.2,71,69,7.0,broken clouds
429,Puri,IN,19.8,85.85,79.32,82,48,9.86,scattered clouds
430,Moron,AR,-34.6534,-58.6198,53.02,62,47,8.66,scattered clouds
431,Nanga Eboko,CM,4.6833,12.3667,67.46,100,100,3.04,overcast clouds
432,Alexander City,US,32.944,-85.9539,89.06,51,0,3.44,clear sky
433,Ciudad Valles,MX,21.9833,-99.0167,94.98,37,9,10.78,clear sky
434,Hofn,IS,64.2539,-15.2082,53.53,76,21,4.29,few clouds
435,Mangai,CD,-4.05,19.5333,77.09,62,98,0.89,overcast clouds
436,Mangrol,IN,21.1167,70.1167,80.6,83,98,16.2,overcast clouds
437,Berlevag,NO,70.8578,29.0864,51.8,93,100,6.91,overcast clouds
438,Kununurra,AU,-15.7667,128.7333,58.98,51,4,3.44,clear sky
439,Puerto Escondido,MX,15.85,-97.0667,86.83,58,75,5.75,broken clouds
440,Sept-Iles,CA,50.2001,-66.3821,72.12,55,75,3.44,broken clouds
441,Port Keats,AU,-14.25,129.55,65.68,57,38,7.02,scattered clouds
442,Matay,EG,28.419,30.7792,81.61,40,0,13.51,clear sky
443,Ouesso,CG,1.6136,16.0517,71.6,92,97,2.37,overcast clouds
444,Takaka,NZ,-40.85,172.8,58.55,79,90,13.31,overcast clouds
445,Kirakira,SB,-10.4544,161.9205,82.02,78,71,10.29,broken clouds
446,Airai,TL,-8.9266,125.4092,56.43,81,40,2.98,scattered clouds
447,Pacific Grove,US,36.6177,-121.9166,80.24,81,0,12.66,clear sky
448,Along,IN,28.1667,94.7667,74.46,98,72,1.28,broken clouds
449,Deputatskiy,RU,69.3,139.9,52.88,58,77,2.95,broken clouds
450,Samarai,PG,-10.6167,150.6667,80.55,80,40,6.15,scattered clouds
451,Komsomolets,KZ,53.7453,62.0708,62.28,84,97,6.93,overcast clouds
452,Terrasini,IT,38.146,13.0844,83.46,83,0,2.3,clear sky
453,Padang,ID,-0.9492,100.3543,69.85,75,16,4.03,few clouds
454,Bilma,NE,18.6853,12.9164,88.52,36,31,3.67,scattered clouds
455,Bagdarin,RU,54.4333,113.6,59.18,91,71,1.14,broken clouds
456,Kearney,US,40.6995,-99.0815,84.11,65,0,4.61,clear sky
457,Bialogard,PL,54.007,15.9875,62.74,90,78,7.94,broken clouds
458,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.11,37,23,1.79,few clouds
459,Sabzevar,IR,36.2126,57.6819,72.68,20,0,9.22,clear sky
460,Lossiemouth,GB,57.7214,-3.2834,62.17,90,0,4.61,light rain
461,Yining,CN,29.0361,114.5636,78.66,92,100,0.47,overcast clouds
462,Letlhakeng,BW,-24.0944,25.0298,52.16,61,0,7.05,clear sky
463,Binzhou,CN,37.3667,118.0167,77.83,79,72,3.74,broken clouds
464,Port Shepstone,ZA,-30.7414,30.455,62.4,65,0,11.99,clear sky
465,Uyovu,TZ,-3.2833,31.5258,72.72,39,98,3.87,overcast clouds
466,Goderich,CA,43.7501,-81.7165,77.32,65,100,3.44,overcast clouds
467,Oxbow,CA,49.2333,-102.1676,91.63,48,0,4.21,clear sky
468,Lodja,CD,-3.4833,23.4333,74.7,48,51,0.69,broken clouds
469,Woodward,US,36.4337,-99.3904,104.97,23,0,11.5,clear sky
470,Rockland,US,41.1668,-74.0496,82.22,74,100,4.25,overcast clouds
471,Kraksaan,ID,-7.7585,113.3962,75.92,80,25,4.52,scattered clouds
472,Boa Vista,BR,2.8197,-60.6733,85.98,66,0,3.44,clear sky
473,Inhambane,MZ,-23.865,35.3833,66.96,90,8,6.08,clear sky
474,Azovo,RU,54.6997,73.0237,53.35,75,20,7.49,few clouds
475,Coffeyville,US,37.0373,-95.6164,102.85,39,0,16.11,clear sky
476,Singaraja,ID,-8.112,115.0882,77.23,81,24,3.67,few clouds
477,Balkanabat,TM,39.5108,54.3671,89.4,29,0,9.98,clear sky
478,Hambantota,LK,6.1241,81.1185,79.86,78,100,15.99,overcast clouds
479,Tra Vinh,VN,9.9347,106.3453,76.08,95,99,4.36,overcast clouds
480,Salalah,OM,17.0151,54.0924,77.09,94,100,6.91,overcast clouds
481,Dalbandin,PK,28.8947,64.4101,87.1,45,22,4.99,few clouds
482,Paciran,ID,-6.8767,112.3761,76.64,85,92,7.02,overcast clouds
483,Negombo,LK,7.2083,79.8358,80.65,78,40,6.91,light rain
484,Adeje,ES,28.1227,-16.726,77.11,62,0,4.0,clear sky
485,Rawson,AR,-43.3002,-65.1023,46.56,56,26,15.7,scattered clouds
486,Uspantan,GT,15.3833,-90.8333,59.59,76,84,4.72,broken clouds
487,Altay,CN,47.8667,88.1167,65.55,49,65,5.84,broken clouds
488,Waddan,LY,29.1614,16.139,78.58,47,0,14.67,clear sky
489,Vallenar,CL,-28.5708,-70.7581,62.01,30,1,1.63,clear sky
490,Garowe,SO,8.4054,48.4845,75.29,58,0,33.22,clear sky
491,Cayenne,GF,4.9333,-52.3333,83.08,1,0,3.44,clear sky
492,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.77,41,22,2.01,few clouds
493,Conde,BR,-7.2597,-34.9075,72.86,94,20,5.75,few clouds
494,Itororo,BR,-15.1169,-40.0703,71.06,72,95,3.02,overcast clouds
495,Pochutla,MX,15.7432,-96.4661,85.82,66,100,4.9,overcast clouds
496,Bay Roberts,CA,47.5999,-53.2648,71.35,81,100,5.01,overcast clouds
497,Viseu,PT,40.661,-7.9097,67.86,80,30,0.65,scattered clouds
498,Yuanping,CN,38.7153,112.7575,68.54,51,66,3.42,broken clouds
499,Chardara,KZ,41.2547,67.9692,78.39,27,0,11.52,clear sky
500,Lagoa,PT,39.05,-27.9833,70.63,93,0,9.6,clear sky
501,Sarangani,PH,5.4033,125.4636,78.89,82,100,6.69,moderate rain
502,Jhawarian,PK,32.3614,72.6228,86.13,59,55,4.18,broken clouds
503,Bali,ID,-8.5,115.0,77.97,89,60,6.96,broken clouds
504,Nizhniy Tsasuchey,RU,50.5167,115.1333,65.28,54,99,5.32,overcast clouds
505,Ossora,RU,59.2353,163.0719,59.25,87,99,3.98,overcast clouds
506,Paragominas,BR,-2.9667,-47.4833,76.98,63,8,3.67,clear sky
507,Kasane,BW,-17.8167,25.15,51.87,54,0,3.58,clear sky
508,Batemans Bay,AU,-35.7167,150.1833,52.11,52,2,6.24,clear sky
509,Fort Smith,US,35.3859,-94.3986,105.84,30,20,10.36,few clouds
510,Aquiraz,BR,-3.9014,-38.3911,81.18,84,53,13.0,broken clouds
511,Northeim,DE,51.7,10.0,62.89,65,81,2.1,broken clouds
512,Leo,BF,11.1,-2.1,72.86,91,81,4.61,broken clouds
513,Aykhal,RU,66.0,111.5,49.48,97,100,3.67,overcast clouds
514,Constitucion,CL,-35.3333,-72.4167,49.69,93,100,6.31,overcast clouds
515,Ajdabiya,LY,30.7554,20.2263,79.45,64,0,11.99,clear sky
516,Salaga,GH,8.5508,-0.5188,72.54,95,97,5.14,light rain
517,Komsomolskiy,UZ,40.4272,71.7189,77.72,36,0,6.91,clear sky
518,Outlook,CA,51.5001,-107.0513,87.24,33,2,9.8,clear sky
519,Half Moon Bay,US,37.4636,-122.4286,91.54,72,20,19.57,mist
520,Huron,US,41.1501,-82.5499,71.73,95,100,9.37,moderate rain
521,Wladyslawowo,PL,54.7909,18.4009,57.0,89,74,14.34,broken clouds
522,Longyearbyen,SJ,78.2186,15.6401,60.64,63,75,9.22,broken clouds
523,Ahipara,NZ,-35.1667,173.1667,55.58,75,98,8.14,overcast clouds
524,Arlit,NE,18.7369,7.3853,92.53,32,61,13.09,broken clouds
525,Iskateley,RU,67.6803,53.1512,58.6,87,98,3.24,overcast clouds
526,Mackenzie,CA,55.2999,-123.1698,75.42,41,0,10.36,clear sky
527,Henties Bay,NA,-22.116,14.2845,63.43,58,27,2.24,scattered clouds
528,Marzuq,YE,14.4,46.4667,81.32,18,78,3.78,broken clouds
529,Eureka,US,40.8021,-124.1637,80.67,72,9,5.99,clear sky
530,Imbituba,BR,-28.24,-48.6703,58.08,85,100,1.99,overcast clouds
531,Nyurba,RU,63.2842,118.3319,57.85,94,97,4.0,overcast clouds
532,Kilindoni,TZ,-7.9139,39.6668,75.65,79,53,18.34,light rain
533,Tamworth,GB,52.634,-1.6959,73.58,48,99,3.0,overcast clouds
534,Katsuura,JP,35.1333,140.3,80.19,81,100,13.15,overcast clouds
535,Kokubu,JP,31.7333,130.7667,76.53,100,75,3.44,fog
536,Anchorage,US,61.2181,-149.9003,57.94,92,100,5.75,light rain
537,Mahibadhoo,MV,3.7833,72.9667,80.67,78,100,21.5,moderate rain
538,Nogales,MX,31.3086,-110.9422,89.17,37,0,17.27,clear sky
539,Cacoal,BR,-11.4386,-61.4472,83.21,46,42,5.44,scattered clouds
540,Mazyr,BY,52.0495,29.2456,51.69,96,59,8.66,broken clouds
541,Mopti,ML,14.6667,-4.0,86.65,53,47,9.01,scattered clouds
542,Birao,CF,10.2849,22.7882,68.13,97,100,5.23,light rain
543,Yabrud,SY,33.9674,36.6574,69.15,33,0,1.79,clear sky
544,Faanui,PF,-16.4833,-151.75,77.32,69,85,16.4,overcast clouds
545,Marks,RU,51.7111,46.7486,67.01,69,0,5.64,clear sky
546,Ballina,AU,-28.8667,153.5667,64.78,77,25,6.29,scattered clouds
547,Okha,RU,53.5739,142.9478,54.7,89,100,15.12,overcast clouds
548,Port Hawkesbury,CA,45.6169,-61.3485,74.32,57,0,4.61,clear sky
549,Langham,CA,52.3668,-106.9679,86.02,49,38,11.65,scattered clouds
550,Machachi,EC,-0.5,-78.5667,58.5,86,96,2.08,light rain
551,Aberystwyth,GB,52.4155,-4.0829,67.62,56,100,6.69,overcast clouds
552,Evinayong,GQ,1.4368,10.5512,64.63,99,57,2.37,broken clouds
553,Casambalangan,PH,18.3765,122.1274,81.39,85,73,3.65,broken clouds
554,Filingue,NE,14.3521,3.3168,87.39,53,100,4.21,light rain
555,Talaya,RU,61.3833,152.75,58.84,86,100,6.98,overcast clouds
556,Novo Aripuana,BR,-5.1206,-60.3797,80.91,62,93,1.99,overcast clouds
557,Katangli,RU,51.7102,143.2326,52.54,91,100,14.67,overcast clouds
558,Liyang,CN,29.7057,118.2862,77.76,94,95,1.57,overcast clouds
559,Amarillo,US,35.222,-101.8313,103.03,25,0,9.22,clear sky
560,Bhavani,IN,11.45,77.6833,76.71,83,100,5.68,overcast clouds
561,Cali,CO,3.4372,-76.5225,77.0,49,75,6.91,light rain
562,Yenangyaung,MM,20.4667,94.8833,78.8,81,100,8.08,overcast clouds
563,Buala,SB,-8.145,159.5921,83.68,73,34,11.52,light rain
564,Sapa,PH,5.1544,120.3241,80.22,80,100,1.3,overcast clouds
565,Mackay,AU,-21.15,149.2,68.68,77,1,8.12,clear sky
566,Abu Zabad,SD,12.35,29.25,78.49,71,95,6.8,overcast clouds
567,Pedasi,PA,7.5333,-80.0333,80.06,77,100,1.57,overcast clouds
568,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,13.8,overcast clouds
569,Armidale,AU,-30.5167,151.65,46.17,75,12,11.41,few clouds
570,Merauke,ID,-8.4667,140.3333,77.85,83,100,11.83,overcast clouds
571,Villa Union,MX,23.2,-106.2333,87.76,66,100,8.05,overcast clouds
572,Pitea,SE,65.3172,21.4794,53.69,84,97,4.68,overcast clouds
573,Camopi,GF,3.1655,-52.3158,71.76,98,99,3.4,overcast clouds
574,Cairns,AU,-16.9167,145.7667,76.1,73,32,10.36,scattered clouds
575,Muncar,ID,-8.4333,114.3333,75.7,89,58,6.71,broken clouds
576,Winneba,GH,5.3511,-0.6231,73.29,88,62,7.76,broken clouds
577,Mairana,BO,-18.1167,-63.9333,52.66,97,100,2.08,overcast clouds
578,Duluth,US,46.7833,-92.1066,86.07,74,0,8.05,clear sky
579,Esperanza,DO,19.5847,-70.9849,86.58,63,0,8.01,clear sky
580,Puquio,PE,-14.7,-74.1333,50.22,49,17,6.15,few clouds
581,Dakar,SN,14.6937,-17.4441,81.48,78,40,11.5,scattered clouds
582,Sendhwa,IN,21.6833,75.1,74.66,93,100,12.86,moderate rain
583,Carutapera,BR,-1.195,-46.02,76.19,90,53,7.25,broken clouds
584,Mananara,MG,-16.1667,49.7667,67.06,89,61,7.81,light rain
585,Poum,NC,-20.2333,164.0167,75.7,71,31,18.66,scattered clouds
586,Raudeberg,NO,61.9875,5.1352,56.07,88,83,21.21,broken clouds
587,Dicabisagan,PH,17.0818,122.4157,81.05,83,79,2.06,moderate rain
588,Itoman,JP,26.1247,127.6694,84.97,89,75,14.97,broken clouds
589,Escanaba,US,45.7453,-87.0646,80.96,54,0,6.91,clear sky
590,Vilyuysk,RU,63.7553,121.6247,67.66,92,96,6.15,light rain
591,Dobryanka,RU,58.4619,56.4165,57.83,75,64,1.88,broken clouds
592,Mayumba,GA,-3.432,10.6554,69.71,89,30,3.09,scattered clouds
593,Nueva Loja,EC,0.0847,-76.8828,72.36,98,99,0.83,overcast clouds
594,Akcakoca,TR,41.0866,31.1162,68.07,84,0,3.51,clear sky
595,Igarka,RU,67.4667,86.5833,52.3,73,100,6.04,overcast clouds
596,Freeport,US,40.6576,-73.5832,81.99,72,20,13.8,few clouds
597,Arvika,SE,59.6553,12.5852,56.01,83,74,2.35,broken clouds
598,Nome,US,64.5011,-165.4064,55.17,76,75,12.66,broken clouds
599,Ulladulla,AU,-35.35,150.4667,50.18,58,1,9.69,clear sky
600,Itarema,BR,-2.9248,-39.9167,79.16,79,27,16.6,scattered clouds
601,Asosa,ET,10.0667,34.5333,59.41,90,100,3.24,overcast clouds
602,Egvekinot,RU,66.3167,-179.1667,40.12,39,54,30.82,broken clouds
603,Stornoway,GB,58.2093,-6.3865,57.16,92,100,0.0,overcast clouds
604,Parakai,NZ,-36.65,174.4333,57.15,86,76,7.02,broken clouds
605,Sorrento,IT,40.626,14.3744,81.1,78,0,0.0,clear sky
606,Hudson Bay,CA,52.85,-102.3842,78.37,55,32,7.43,scattered clouds
607,Nola,IT,40.922,14.5329,83.62,70,15,4.38,few clouds
608,Mecca,SA,21.4267,39.8261,87.84,26,89,3.67,overcast clouds
609,Tres Lagoas,BR,-20.7511,-51.6783,71.92,56,97,7.65,overcast clouds
610,Guarapari,BR,-20.6667,-40.4975,72.9,81,99,15.12,overcast clouds
611,Wanaka,NZ,-44.7,169.15,46.11,95,100,4.0,moderate rain
612,Isiro,CD,2.7739,27.616,66.07,99,93,1.77,light rain
613,Lagos,NG,6.5833,3.75,74.32,88,97,4.9,overcast clouds
614,Lompoc,US,34.6391,-120.4579,92.7,65,0,14.97,clear sky
615,Peremyshlyany,UA,49.6652,24.5585,55.27,61,76,4.07,broken clouds
616,Madaoua,NE,14.073,5.96,80.44,67,100,8.72,overcast clouds
617,Asfi,MA,32.2994,-9.2372,69.64,88,0,11.32,clear sky
618,Santiago Del Estero,AR,-27.7951,-64.2615,54.19,27,0,10.76,clear sky
619,Zelenoborsk,RU,61.4669,64.0333,58.73,59,79,2.71,broken clouds
620,Den Helder,NL,52.9599,4.7593,65.01,84,75,3.44,broken clouds
621,Wakefield,GB,53.6809,-1.499,76.24,57,100,4.18,overcast clouds
622,Nelson Bay,AU,-32.7167,152.15,59.11,64,5,13.0,clear sky
623,Korla,CN,41.7597,86.1469,73.8,34,0,1.61,clear sky
624,Quesnel,CA,52.9999,-122.5029,75.7,38,0,6.91,clear sky
625,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,61,0,23.02,clear sky
626,Hovd,MN,48.0056,91.6419,66.79,40,9,8.48,clear sky
627,Kijang,KR,35.2442,129.2139,73.13,91,100,4.7,heavy intensity rain
628,Severomuysk,RU,56.1481,113.4267,53.64,80,100,0.94,light rain
629,Jining,CN,35.405,116.5814,81.09,77,53,2.64,broken clouds
630,Verkhnevilyuysk,RU,63.4453,120.3167,65.12,81,84,6.8,broken clouds
631,Tynda,RU,55.1667,124.7167,70.12,83,12,4.7,few clouds
632,Dunedin,NZ,-45.8742,170.5036,56.98,61,100,11.77,overcast clouds
633,Maxixe,MZ,-23.8597,35.3472,65.8,93,12,5.21,few clouds
634,Loughrea,IE,53.1969,-8.5669,58.87,95,97,2.28,overcast clouds
635,Xapuri,BR,-10.6517,-68.5044,72.97,97,66,2.04,broken clouds
636,Laguna,US,38.421,-121.4238,107.76,17,0,13.8,clear sky
637,Ilyich,KZ,40.8464,68.5067,73.26,24,0,3.42,clear sky
638,Ngerengere,TZ,-6.75,38.1167,65.16,84,31,3.76,scattered clouds
639,Zalantun,CN,48.0,122.7167,71.04,85,93,5.39,overcast clouds
640,Cabra,ES,37.4725,-4.4421,80.65,35,1,5.06,clear sky
641,Sistranda,NO,63.7256,8.834,53.56,81,92,20.2,overcast clouds
642,Amapa,BR,1.0,-52.0,72.75,97,79,3.11,broken clouds
643,Melville,US,40.7934,-73.4151,80.55,78,20,10.36,few clouds
644,Port Blair,IN,11.6667,92.75,81.21,84,100,8.77,overcast clouds
645,Ouahigouya,BF,13.5828,-2.4216,79.83,68,32,8.9,scattered clouds
646,Imperia,IT,43.9667,7.7833,79.0,64,17,6.76,few clouds
647,Ladnun,IN,27.65,74.3833,88.45,61,60,4.36,broken clouds
648,Severnoye,RU,56.3491,78.3619,53.11,96,10,6.93,clear sky
649,Usogorsk,RU,63.4106,48.6872,56.53,73,91,3.62,overcast clouds
650,Emerald,AU,-23.5333,148.1667,63.34,78,8,3.22,clear sky
651,Normandin,CA,48.8333,-72.5321,78.93,50,92,4.61,overcast clouds
652,Rosaryville,US,38.7568,-76.8097,82.22,83,40,9.22,light rain
653,Tambopata,PE,-12.7333,-69.1833,66.78,98,93,5.23,overcast clouds
654,Dwarka,IN,22.2394,68.9678,81.61,81,72,17.07,broken clouds
655,Horqueta,PY,-23.3428,-57.0597,63.55,38,78,3.71,broken clouds
656,Oga,IT,46.4631,10.347,63.28,79,0,1.86,clear sky
657,Kudahuvadhoo,MV,2.6708,72.8944,76.71,90,100,20.98,overcast clouds
658,Port Lincoln,AU,-34.7333,135.8667,53.73,66,100,6.44,overcast clouds
659,Paramonga,PE,-10.6667,-77.8333,61.93,85,18,9.78,few clouds
660,Felanitx,ES,39.4696,3.1483,81.14,59,0,2.13,clear sky
661,Beaverlodge,CA,55.2166,-119.4361,78.15,41,19,10.36,few clouds
662,Sydney Mines,CA,46.2367,-60.2177,72.18,59,75,14.97,broken clouds
663,Kenai,US,60.5544,-151.2583,55.15,97,100,13.8,mist
664,Patacamaya,BO,-17.2333,-67.9167,45.32,77,75,7.29,broken clouds
665,Mount Pleasant,US,32.7941,-79.8626,82.54,83,0,4.61,clear sky
666,Umm Kaddadah,SD,13.6017,26.6876,86.67,46,61,13.29,broken clouds
667,Porbandar,IN,21.6422,69.6093,80.71,84,83,17.02,broken clouds
668,Yomou,GN,7.5603,-9.2653,69.71,99,99,3.71,light rain
669,The Pas,CA,53.8251,-101.2541,80.62,44,0,12.66,clear sky
670,Vostok,RU,46.4856,135.8833,62.51,87,100,2.04,overcast clouds
671,Morondava,MG,-20.2833,44.2833,68.68,53,0,12.84,clear sky
672,Luba,GQ,3.4568,8.5547,76.82,88,100,6.04,light rain
673,Porto Novo,BJ,6.4965,2.6036,74.41,87,62,7.0,broken clouds
674,Goure,NE,13.9835,10.2704,74.01,84,52,6.71,broken clouds
675,Neiafu,TO,-18.65,-173.9833,81.28,69,40,9.22,scattered clouds
676,Aranos,NA,-24.1333,19.1167,49.53,48,3,12.68,clear sky
677,Stephenville,US,32.2207,-98.2023,103.77,24,0,3.44,clear sky
678,Tymovskoye,RU,50.8456,142.655,60.94,85,100,2.39,overcast clouds
679,Alta Floresta,BR,-9.8756,-56.0861,76.8,35,2,4.65,clear sky
680,Bogorodskoye,RU,56.55,37.8833,53.38,87,85,2.15,overcast clouds
681,Svetlyy,RU,54.675,20.1347,53.96,87,69,11.05,broken clouds
682,Kouqian,CN,43.6391,126.4578,69.21,92,100,3.49,overcast clouds
683,Kahului,US,20.8947,-156.47,87.82,63,20,28.77,few clouds
684,Katobu,ID,-4.9408,122.5276,78.73,79,96,6.26,overcast clouds
685,Magan,ES,39.9683,-3.931,91.29,25,1,12.66,clear sky
686,Porto Nacional,BR,-10.7081,-48.4172,78.8,35,2,2.68,clear sky
687,Crotone,IT,39.0851,17.1178,84.2,56,0,10.47,clear sky
688,Rjukan,NO,59.8789,8.5941,58.05,90,98,6.42,overcast clouds
689,Elat,IL,29.5581,34.9482,82.24,44,0,10.36,clear sky
690,Bambanglipuro,ID,-7.95,110.2833,76.48,85,95,6.04,overcast clouds
691,Gora,PL,51.6664,16.5349,56.07,58,46,5.12,scattered clouds
692,Almaznyy,RU,48.0448,40.045,63.73,64,17,8.16,few clouds
693,Vegachi,CO,6.7614,-74.7947,67.15,99,72,2.71,broken clouds
